Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Prendario;Nombre corto del Préstamo Prendario;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Relación monto/tasación (%);Destino de los fondos;Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 48 MESES F T                                                                                                       ;48M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;8,00;Fija;8,25;205000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP M                                                                                                            ;48M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;4,50;Fija;4,75;170000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 36 MESES F C                                                                                                       ;36M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;MiPyMEs;2,00;7,00;Fija;7,33;236666,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP M NO C                                                                                                       ;48M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;50,00;90,00;Adquisición para capital de trabajo;MiPyMEs;2,00;4,50;Fija;4,75;170000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION C V                                                                                                                ;72M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;MiPyMEs;2,00;6,00;Fija;6,17;143333,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 48 MESES F T                                                                                                       ;48M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;8,00;Fija;8,25;205000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP M                                                                                                            ;60M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;6,00;Fija;6,20;160000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 36 MESES F C                                                                                                       ;36M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;7,00;Fija;7,33;236666,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 12 MESES PP                                                                                                        ;12M                      ;Dólares estadounidenses;7400000000;1;36;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;,00;Fija;1,00;500000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP V                                                                                                            ;48M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;4,00;Fija;4,25;165000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 36 MESES M2                                                                                                        ;36M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;MiPyMEs;2,00;6,00;Fija;6,33;226666,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 12 MESES PP                                                                                                        ;12M                      ;Dólares estadounidenses;7400000000;1;36;1;48;75;66,00;90,00;Adquisición para capital de trabajo;MiPyMEs;2,00;,00;Fija;1,00;500000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 36 MESES M1                                                                                                        ;36M                      ;Dólares estadounidenses;7400000000;1;36;1;48;75;50,00;90,00;Adquisición para capital de trabajo;MiPyMEs;2,00;3,00;Fija;3,33;196666,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP M                                                                                                            ;60M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;6,00;Fija;6,20;160000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP M                                                                                                            ;48M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;4,50;Fija;4,75;170000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP V NO C P V                                                                                                   ;48M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;5,50;Fija;5,75;180000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP M NO C                                                                                                       ;48M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;4,50;Fija;4,75;170000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 24 MESES CM 1                                                                                                      ;24M                      ;Dólares estadounidenses;7400000000;1;48;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;1,20;Fija;1,70;262000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION T V                                                                                                                ;60M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;6,50;Fija;6,70;165000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 60 MESES F C                                                                                                       ;60M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;9,00;Fija;9,20;190000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP V                                                                                                            ;48M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas jurídicas;2,00;4,00;Fija;4,25;165000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 60 MESES F C                                                                                                       ;60M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;9,00;Fija;9,20;190000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 60 MESES F T                                                                                                       ;60M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;9,00;Fija;9,20;190000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 24 MESES                                                                                                           ;24M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;,00;Fija;,50;250000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION C M                                                                                                                ;72M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;7,00;Fija;7,17;153333,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 12 MESES PP                                                                                                        ;12M                      ;Dólares estadounidenses;7400000000;1;36;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;,00;Fija;1,00;500000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION NO PP M NO C                                                                                                       ;48M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;4,50;Fija;4,75;170000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION C/P V                                                                                                              ;60M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;66,00;90,00;Adquisición para capital de trabajo;MiPyMEs;2,00;5,00;Fija;5,20;150000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 24 MESES CM 2                                                                                                      ;24M                      ;Dólares estadounidenses;7400000000;1;60;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;3,00;Fija;3,50;250000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 24 MESES PP                                                                                                        ;24M                      ;Dólares estadounidenses;7400000000;1;36;1;48;75;50,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;,00;Fija;,50;250000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 36 MESES M2                                                                                                        ;36M                      ;Dólares estadounidenses;7400000000;1;72;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;6,00;Fija;6,33;226666,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
55319;AGCO CAPITAL ARGENTINA S.A.;2026-01-12;FINANCIACION 24 MESES PP                                                                                                        ;24M                      ;Dólares estadounidenses;7400000000;1;36;1;48;75;66,00;90,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;2,00;,00;Fija;,50;250000,00;Todo el territorio nacional;LOS CREDITOS PARA LA FINANCIACION DE MAQUINARIA AGRICOLA CON PRENDA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
